topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
10774,Weed Control and Herbicide Applications,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Herbicide Resistance; Weed Control; Crop Losses; Glyphosate; Integrated Pest Management; Dose-Response Analysis; Non-Chemical Weed Management; Crop Rotation; Agricultural Intensification; Plant Physiology,"This cluster of papers focuses on weed management, herbicide resistance, and the impact of herbicides on crop losses. It covers topics such as glyphosate, integrated pest management, non-chemical weed management, and the effects of agricultural intensification on weed ecology. The papers also explore dose-response analysis, crop rotation, and the physiological effects of herbicides on plants.",https://en.wikipedia.org/wiki/Weed_management
10875,Pesticide Exposure and Toxicity,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Pesticides; Exposure; Health Effects; Environmental Impact; Risk Assessment; Neurotoxicity; Chronic Diseases; Organophosphates; Food Safety; Chemical Warfare Agents,"This cluster of papers focuses on the impact of pesticides use in agriculture, covering topics such as pesticide exposure, associated human health effects, environmental impact, risk assessment, neurotoxicity, chronic diseases, organophosphates, and chemical warfare agents. The papers discuss the benefits and hazards of pesticides use, their effects on food safety and security, as well as the urgent need for new concepts in agriculture to address the issues related to pesticide usage.",https://en.wikipedia.org/wiki/Pesticide_toxicity_to_bees
11065,Insect Pest Control Strategies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Botanical Insecticides; Essential Oils; Insect Control; Mosquito Repellents; Stored-Product Insects; Biopesticides; Neem Oil; Larvicidal Activity; Plant Extracts; Pest Management,"This cluster of papers focuses on the use of botanical insecticides, particularly essential oils and plant extracts, for pest management in agriculture. It covers topics such as the efficacy of botanical insecticides against various insects, including mosquitoes and stored-product pests, as well as their potential as eco-friendly alternatives in pest control. The cluster also discusses the challenges and opportunities associated with the commercialization and application of botanical insecticides.",https://en.wikipedia.org/wiki/Botanical_insecticide
11066,Organic Food and Agriculture,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Organic Agriculture; Food Quality; Consumer Perception; Sustainability Labels; Local Food Systems; Biodiversity; Environmental Impact; Consumer Behavior; Food Supply Chains; Alternative Food Networks,"This cluster of papers focuses on the comparative analysis of organic agricultural practices, including their impact on food quality, consumer perception, sustainability labels, local food systems, biodiversity, environmental impact, and consumer behavior. The papers also explore the role of food supply chains and alternative food networks in the context of organic agriculture.",https://en.wikipedia.org/wiki/Organic_farming
11098,Seed Germination and Physiology,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Seed Dormancy; Germination; Abscisic Acid; Reactive Oxygen Species; Hormone Signaling; Arabidopsis; Genetic Regulation; Seed Longevity; Environmental Cues; Plant Physiology,"This cluster of papers focuses on the regulation of seed dormancy and germination, covering topics such as the role of hormones like abscisic acid, genetic and environmental regulation, the impact of reactive oxygen species, and the physiological processes in model plant species like Arabidopsis. It also explores the molecular mechanisms, metabolic switches, and ecological aspects related to seed dormancy and germination.",https://en.wikipedia.org/wiki/Seed_dormancy
11229,Genetics and Plant Breeding,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Cultivar Evaluation; Genotype-by-Environment Interaction; Biplot Analysis; Plant Breeding; Drought Tolerance; Genetic Improvement; Multi-Environment Trials; Stability Analysis; GGE Biplot; Heritability,"This cluster of papers focuses on the evaluation of cultivars in various environments, particularly emphasizing genotype-by-environment interaction, biplot analysis, plant breeding, drought tolerance, genetic improvement, multi-environment trials, stability analysis, GGE biplot, and heritability.",https://en.wikipedia.org/wiki/Cultivar
11426,Genetically Modified Organisms Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Genetically Modified Crops; Biotechnology; Food Safety; Environmental Risk Assessment; Consumer Attitudes; Pollen-Mediated Gene Flow; Bt Cotton; Transgenic Plants; Public Perception; Agricultural Biotechnology,"This cluster of papers explores the impact of genetically modified crops in agriculture, covering topics such as food safety, environmental risk assessment, consumer attitudes, pollen-mediated gene flow, and the adoption of biotechnology in developing countries. It also delves into the economic, health, and societal implications of transgenic plants and examines public perceptions of genetically modified foods.",https://en.wikipedia.org/wiki/Genetically_modified_crops
11470,Legume Nitrogen Fixing Symbiosis,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Legumes; Symbiosis; Nitrogen Fixation; Rhizobium; Plant Signaling; Nodule Development; Genome Analysis; Molecular Regulation; Host Recognition; Microbial Associations,"This cluster of papers focuses on the symbiotic nitrogen fixation in legumes, particularly the interactions between legumes and nitrogen-fixing bacteria such as Rhizobium. It covers topics such as plant signaling, nodule development, genome analysis of symbionts, molecular regulation of symbiosis, host recognition of microbial associations, and the importance of legumes in nitrogen fixation.",https://en.wikipedia.org/wiki/Rhizobia
11546,Plant Physiology and Cultivation Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Fruit Trees; Dormancy; Chilling Requirement; Rootstock; Carbohydrate Metabolism; Climate Change; Growth Regulation; Flowering; Orchard Management; Nutrient Uptake,"This cluster of papers explores the physiology, dormancy, chilling requirements, rootstock effects, carbohydrate metabolism, and management practices related to fruit trees. It also discusses the impact of climate change on fruit tree growth and development.",https://en.wikipedia.org/wiki/Fruit_tree_physiology
11760,Plant responses to elevated CO2,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,CO2 Enrichment; Ozone Effects; Plant Growth; Photosynthesis; Stomatal Conductance; Crop Yield; Climate Change; Nitrogen Assimilation; Particulate Pollution; Food Security,"This cluster of papers explores the impacts of elevated carbon dioxide (CO2) and ozone on plant physiology, including effects on photosynthesis, stomatal conductance, crop yield, nitrogen assimilation, and responses to particulate pollution. The research also addresses the implications for food security and the broader effects of climate change on plant responses.",https://en.wikipedia.org/wiki/Effects_of_global_warming_on_plants
11771,Plant Pathogens and Resistance,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Phytophthora; genome sequencing; late blight resistance; potato; oomycetes; disease epidemiology; plant pathogens; genetic diversity; forest ecosystems; phylogenetic analysis,"This cluster of papers focuses on genomic and epidemiological studies of Phytophthora pathogens, particularly their impact on potato crops, forest ecosystems, and ornamental plants. The research covers topics such as genome sequencing, late blight resistance, disease epidemiology, genetic diversity, and phylogenetic analysis of these destructive plant pathogens.",https://en.wikipedia.org/wiki/Phytophthora
11796,Horticultural and Viticultural Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Grapevine; Genetics; Climate Change; Wine Quality; Anthocyanins; Water Deficit; Transcriptome Analysis; Viticulture; Terroir; Grape Berry Ripening,"This cluster of papers explores the genetic and environmental factors influencing grapevine cultivation, including the impact of climate change on wine quality, the role of anthocyanins and water deficit in grape development, transcriptome analysis of grape berries, and the concept of terroir in viticulture.",https://en.wikipedia.org/wiki/Vitis_vinifera
12045,Rice Cultivation and Yield Improvement,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Rice; Water Management; Drought Resistance; Yield Potential; Aerobic Rice Systems; QTL Mapping; Root Traits; Grain Yield; System of Rice Intensification (SRI); Nitrogen Use Efficiency,"This cluster of papers focuses on the management of water in rice cultivation to enhance productivity, with an emphasis on strategies for drought resistance, yield potential improvement, aerobic rice systems, QTL mapping for important traits, root characteristics, and the application of the System of Rice Intensification (SRI). It also explores nitrogen use efficiency and its impact on grain yield in rice production.",https://en.wikipedia.org/wiki/Rice_production
12093,Greenhouse Technology and Climate Control,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Plant Architecture; Functional–Structural Plant Modelling; Greenhouse Climate Control; Computational Fluid Dynamics (CFD); Virtual Plants; Solar Energy in Greenhouses; Crop Photosynthesis; L-systems Modeling; Microclimate Simulation; Renewable Energy in Agriculture,"This cluster of papers focuses on the dynamic modeling and simulation of plant architecture, growth, and environmental control in greenhouses. It covers topics such as functional–structural plant modelling, computational fluid dynamics for greenhouse climate control, virtual plants, solar energy utilization in greenhouses, crop photosynthesis, L-systems modeling for plant architecture, microclimate simulation, and the use of renewable energy in agriculture.",https://en.wikipedia.org/wiki/Plant_architecture
12115,Genetic and Environmental Crop Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Genomics; Breeding; Legume Crops; Crop Wild Relatives; Drought Tolerance; Chickpea; Pigeonpea; Faba Bean; Marker Development; Nutritional Quality,"This cluster of papers focuses on the genomics, breeding, and conservation of legume crops, particularly chickpea, pigeonpea, and faba bean. It covers topics such as crop wild relatives, drought tolerance, marker development, and nutritional quality, providing valuable insights for trait improvement and sustainable food production.",https://en.wikipedia.org/wiki/Crop_genomics
12243,Research in Cotton Cultivation,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Cotton Genomics; Fiber Development; Polyploidization; QTL Analysis; Gene Expression; Gossypium Species; Genetic Mapping; Fiber Quality; Transcriptome Profiling; Plant Cell Elongation,"This cluster of papers focuses on genomic studies related to cotton fiber development, improvement, and genetic diversity. It covers topics such as polyploidization in Gossypium species, QTL analysis for fiber quality traits, gene expression during fiber development, genetic mapping, and transcriptome profiling. The research also delves into aspects of plant cell elongation and the genetic basis of key agronomic traits in cotton.",https://en.wikipedia.org/wiki/Cotton_genome
12253,Urban Agriculture and Sustainability,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Urban Agriculture; Community Gardens; Food Security; Sustainability; Social Capital; Ecosystem Services; Health Promotion; Resilient Cities; Biodiversity Conservation; Local Food Production,"This cluster of papers explores the multifaceted role of urban agriculture and community gardens in promoting food security, sustainability, and social capital in urban areas. It discusses the potential of urban agriculture for enhancing ecosystem services, building resilient cities, and contributing to biodiversity conservation. The papers also highlight the health promotion benefits, challenges, and opportunities associated with urban agriculture.",https://en.wikipedia.org/wiki/Urban_agriculture
12431,Sugarcane Cultivation and Processing,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Sugarcane; Genomics; Polyploid; Genetic Mapping; Water Stress; Sucrose Content; Bioenergy Production; Drought Tolerance; Biomass Accumulation; Climate Change Impact,"This cluster of papers covers a wide range of genetic and agricultural studies related to sugarcane, including genomics, genetic mapping, water stress response, sucrose content regulation, bioenergy production, drought tolerance, biomass accumulation, and the impact of climate change on sugarcane production.",https://en.wikipedia.org/wiki/Sugarcane
12455,Mediterranean and Iberian flora and fauna,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Vascular Flora; Mediterranean; Taxonomy; Phylogeny; Biogeography; Endemism; Conservation; Invasive Species; Chenopodiaceae; Amaranthaceae,"This cluster of papers focuses on the vascular flora, particularly of Mediterranean Europe and North Africa, covering topics such as taxonomy, phylogeny, biogeography, endemism, conservation, and invasive species within the families Chenopodiaceae and Amaranthaceae.",https://en.wikipedia.org/wiki/Flora_of_the_Mediterranean
12472,Plant responses to water stress,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Flooding Stress; Submergence Tolerance; Ethylene Response Factors; Aerenchyma Formation; Hypoxia Adaptation; Oxygen Sensing; Anaerobic Metabolism; Root Aeration; Waterlogging Tolerance; Plant Hormone Regulation,"This cluster of papers explores the various physiological, molecular, and genetic responses of plants to flooding stress, including submergence tolerance, aerenchyma formation, ethylene response factors, hypoxia adaptation, oxygen sensing, anaerobic metabolism, root aeration, and waterlogging tolerance. It covers a wide range of plant species and provides insights into the mechanisms by which plants cope with complete submergence and low-oxygen environments.",https://en.wikipedia.org/wiki/Flooding_tolerance
12571,Soybean genetics and cultivation,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Soybean; Genetic Diversity; Genome Sequencing; QTL Mapping; Domestication; Agronomic Traits; Seed Composition; Photoperiod Sensitivity; Drought Tolerance; Maturity Loci,"This cluster of papers focuses on the genetic diversity, genome sequencing, QTL mapping, and improvement of soybean, covering topics such as domestication, agronomic traits, seed composition, photoperiod sensitivity, and drought tolerance.",https://en.wikipedia.org/wiki/Soybean_genetics_and_genomics
12618,Botany and Plant Ecology Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Vascular Plants; Conservation; Flora; Vegetation; Biodiversity; Climate Change; Ecology; Habitat; Invasive Species; Phytogeography,"This cluster of papers covers a wide range of topics related to the diversity, distribution, and conservation of vascular plants in Central Europe. It includes studies on flora, vegetation types, climate change impacts, biodiversity hotspots, invasive species, and the ecological significance of different habitats. The research also addresses the effects of human activities on plant communities and the potential strategies for their conservation.",https://en.wikipedia.org/wiki/Flora_of_Central_Europe
12665,Bamboo properties and applications,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Bamboo; Structural Applications; Mechanical Properties; Environmental Assessment; Carbon Sequestration; Composite Materials; Nutritional Properties; Laminated Bamboo Lumber; Forest Management; Sustainability,"This cluster of papers explores the potential of bamboo as a versatile biomass resource, focusing on its use in structural applications, environmental assessment, carbon sequestration, composite materials, nutritional properties, forest management, and sustainability. The research covers topics such as mechanical properties, engineered bamboo composites, ecological benefits, and the development of bamboo-based products.",https://en.wikipedia.org/wiki/Bamboo
12771,Plant pathogens and resistance mechanisms,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Sclerotinia Sclerotiorum; Oxalic Acid; Resistance; Common Bean; Genome Analysis; Drought Resistance; Germin-Like Proteins; Quantitative Trait Loci; Molecular Markers; Pathogenicity,"This cluster of papers focuses on plant pathology, particularly the resistance of common beans and other crops to fungal diseases caused by Sclerotinia sclerotiorum. It explores the role of oxalic acid, germin-like proteins, and quantitative trait loci in conferring resistance, as well as the use of molecular markers for breeding and genome analysis.",https://en.wikipedia.org/wiki/Plant_pathology
12795,Banana Cultivation and Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Banana; Genetics; Domestication; Mycosphaerella fijiensis; Drought Tolerance; Ensete ventricosum; AFLP Markers; Phenylphenalenones; Plantain; Nutrient Balance,"This cluster of papers focuses on the genetics, domestication, cultivation, and challenges faced by bananas, including topics such as Mycosphaerella fijiensis disease, drought tolerance, ensete ventricosum, AFLP markers, phenylphenalenones, and nutrient balance in banana and plantain cultivation.",https://en.wikipedia.org/wiki/Banana
12834,Flowering Plant Growth and Cultivation,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Plant Growth Regulators; Temperature Control; Flowering Pathway; Carbohydrate Accumulation; Orchid Growth; Bulb Production; Photosynthetic Behavior; Growth Retardants; Geophyte Dormancy; Native Plant Marketing,"This cluster of papers explores the mechanisms and factors influencing plant growth regulation, including the effects of plant growth regulators, temperature control on flowering pathways, carbohydrate accumulation, orchid growth, bulb production, photosynthetic behavior, geophyte dormancy, and the marketing of native plants for ornamental purposes.",https://en.wikipedia.org/wiki/Plant_growth_regulation
12855,Peanut Plant Research Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Peanut; Genomics; Breeding; Drought Tolerance; High Oleic Trait; Marker-Assisted Selection; QTL Mapping; Microsatellite Markers; Transcriptome Analysis; AFLP Markers,"This cluster of papers focuses on the genomics and breeding of peanuts, with an emphasis on traits such as drought tolerance and high oleic acid content. It includes research on marker-assisted selection, QTL mapping, microsatellite markers, and transcriptome analysis to improve peanut varieties.",https://en.wikipedia.org/wiki/Peanut#Genome
13125,Agricultural pest management studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Cowpea; Genetics; Breeding; Drought Tolerance; Nutritional Quality; Genetic Diversity; Marker Development; Agricultural Sustainability; Legume Crop; Climate Resilience,"This cluster of papers focuses on the genetics, breeding, and utilization of cowpea as a sustainable and climate-resilient legume crop. It covers topics such as drought tolerance, nutritional quality, genetic diversity, marker development, and agricultural sustainability.",https://en.wikipedia.org/wiki/Cowpea
13246,"Agriculture, Plant Science, Crop Management",1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Organic Fertilizers; Nutrient Sources; Seed Yield; Microbial Inoculant; Soil Properties; Plant Growth; Biofertilizers; Waste Management; Antioxidant Properties; Sustainable Agriculture,"This cluster of papers explores the effects of using effective microorganisms (EM) in agriculture, focusing on topics such as organic fertilizers, nutrient sources, seed yield, microbial inoculants, soil properties, plant growth, waste management, antioxidant properties, and sustainable agriculture.",https://en.wikipedia.org/wiki/Effective_microorganism
13390,Cultural and Social Dynamics,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Mauritia Flexuosa; Amazon Palm Fruit; Ecological Management; Latin American Social Science; Participatory Action Research; Sustainability; Cultural Action; Territorial Struggles; Carotene-rich Fruit; Community-based Learning,"This cluster of papers explores the nutritional and ecological aspects of Mauritia flexuosa, a carotene-rich palm fruit from Latin America. It delves into topics such as ecological management, sustainability, participatory action research, and cultural action. The cluster also discusses the territorial struggles and community-based learning associated with the cultivation and utilization of this Amazon palm fruit.",https://en.wikipedia.org/wiki/Mauritia_flexuosa
13688,Shallot Cultivation and Analysis,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Plant-Microbe Interactions; Organic Fertilizers; Shallot Farming; Phosphate Solubilization; Mobile Learning; English Teaching; Soil Quality; Crop Production; Sustainable Agriculture; Biological Control,"This cluster of papers covers a wide range of topics related to plant-microbe interactions, agricultural practices, and biotechnological applications. It includes studies on the use of organic fertilizers, phosphate solubilization, shallot farming, soil quality assessment, sustainable crop production, mobile learning, and English teaching. The research also delves into the potential of biological control methods and the impact of the COVID-19 pandemic on education and agriculture.",https://en.wikipedia.org/wiki/Plant%E2%80%93microbe_interactions
13934,Indigenous Knowledge Systems and Agriculture,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Indigenous Knowledge; Soil Fertility; Local Soil Classification; Sustainable Development; Knowledge Management; Agricultural Practices; Farmers' Perception; Land Use; Ethnopedology; Traditional Farming Systems,"This cluster of papers explores the intersection of indigenous knowledge and soil management practices, focusing on the role of local communities in sustainable agriculture, soil fertility assessment, and land use. It discusses the challenges and opportunities of integrating traditional farming systems with scientific soil knowledge for sustainable development.",https://en.wikipedia.org/wiki/Indigenous_soil_knowledge
14009,Ecology and Conservation Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Vascular Plants; Flora; Conservation; Korean Peninsula; Endemic Species; Climate Change; Invasive Species; Habitat Environment; Ecological Characteristics; Genetic Resources,"This cluster of papers focuses on the biodiversity, conservation, and ecological characteristics of vascular plants in Korea, including endemic species, invasive species management, and the impact of climate change on plant habitats. It also covers the assessment of habitat environments and the preservation of genetic resources.",https://en.wikipedia.org/wiki/Flora_of_Korea
14398,Agriculture and Social Issues,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Plant Physiology; Environmental Sustainability; Climate Change; Nutrient Uptake; Agricultural Innovation; Urban Agriculture; Eco-friendly Practices; Biodiversity Conservation; Sustainable Development; Community Health,"This cluster of papers covers a wide range of topics related to plant physiology, environmental sustainability, and agricultural innovation. It includes research on climate change, nutrient uptake in plants, urban agriculture, eco-friendly practices, biodiversity conservation, and sustainable development. The cluster also addresses community health in the context of environmental sustainability.",https://en.wikipedia.org/wiki/Plant_physiology
10135,Insect-Plant Interactions and Control,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences,Jasmonate Signaling; Herbivore-Induced Plant Volatiles; Biological Control; Plant Defense; Insect Herbivores; Pesticide Effects; Arthropod Pests; Host Plant Selection; Predator Diversity; Phytohormones,"This cluster of papers focuses on the complex interactions between insects and plants in agricultural ecosystems. It covers topics such as jasmonate signaling, herbivore-induced plant volatiles, biological control, plant defense mechanisms against insect herbivores, the effects of pesticides on arthropod pests, host plant selection by insects, and the role of predator diversity. The research aims to understand and manage these interactions to improve pest control and sustainable crop production.",https://en.wikipedia.org/wiki/Insect%E2%80%93plant_interaction
11641,Insect and Pesticide Research,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences,Neonicotinoids; Honey Bees; Colony Collapse Disorder; Pesticide Exposure; Varroa Mites; Gut Microbiota; Viral Pathogens; Immune System; Pollen Nutrition; Environmental Risks,"This cluster of papers focuses on the impact of neonicotinoid insecticides, Varroa mites, viral pathogens, and pesticide exposure on honey bee health, including colony collapse disorder. It also explores the role of gut microbiota, immune system, and pollen nutrition in honey bee health. The environmental risks associated with pesticide use are also a key area of investigation.",https://en.wikipedia.org/wiki/Impact_of_pesticides_on_bee_health
12234,Mollusks and Parasites Studies,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences,Snails; Parasitism; Angiostrongylus; Mollusks; Invasive Species; Eosinophilic Meningitis; Nematodes; Biodiversity; Gastropods; Infection,"This cluster of papers focuses on the parasitism of snails, particularly by the Angiostrongylus nematode, and the associated diseases such as eosinophilic meningitis. It also explores the impact of invasive snail species on ecosystems and biodiversity.",https://en.wikipedia.org/wiki/Angiostrongylus_cantonensis
12336,Insect Utilization and Effects,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences,Edible Insects; Food Security; Animal Feed; Nutritional Composition; Environmental Impact; Insect Farming; Sustainability; Consumer Acceptance; Waste Management; Protein Source,"This cluster of papers explores the potential of edible insects as a sustainable source of food and feed, addressing topics such as nutritional composition, environmental impact, consumer acceptance, waste management, and their role in ensuring food security. It covers a wide range of research on insect farming, sustainability, and the use of insects as a protein source for both human and animal consumption.",https://en.wikipedia.org/wiki/Entomophagy
